id,brand,category,productCategory,colorway,condition,minimumBid,gender,name,releaseDate,retailPrice,shoe,lowestAsk,lowestAskSize,salesThisPeriod,highestBid,highestBidSize,numberOfBids,annualHigh,annualLow,volatility,deadstockSold,pricePremium,averageDeadstockPrice,salesLast72Hours,totalDollars,deadstockSoldRank,pricePremiumRank,averageDeadstockPriceRank,img
bfe56078-a07c-49d8-b1d9-6522ecaea28a,Jordan,Air Jordan Two,sneakers,Black/Pro Gold-Lucky Green,New,25,men,Doernbecher Peacock,2007-11-09 23:59:59,140,Jordan 2 Retro,699,10,1,691,12,45,1025,584,0.139752,17,3.336,780,1,13266,55,27,55,"https://stockx.imgix.net/Air-Jordan-2-Retro-Doernbecher-Peacock.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
cbdaf0e6-9bed-4fc8-b4f6-699790729d80,Jordan,Air Jordan Two,sneakers,Beach/Metallic Gold-University Red,New,25,men,Just Don Beach,2016-01-30 23:59:59,650,Jordan 2 Retro,480,11,None,501,12,98,682,360,0.079078,161,-0.308,486,None,78265,27,15,47,"https://stockx.imgix.net/Air-Jordan-2-Retro-Just-Don-Beach-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
9b166456-0193-4f87-9943-c3760ffd05f9,Jordan,Air Jordan Two,sneakers,Varsity Royal/Metallic Gold-University Red,New,25,men,Just Don Blue,2015-01-31 23:59:59,350,Jordan 2 Retro,550,10.5,None,656,15,80,800,470,0.097815,119,0.963,625,None,74378,2,64,12,"https://stockx.imgix.net/Jordan-2-Retro-Just-Don-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1546754996"
760c5def-2e31-4653-916d-0dd3b2707690,Jordan,Air Jordan Two,sneakers,Black/Stealth-Varsity Red,New,25,men,Eminem (The Way I Am),2008-12-18 23:59:59,110,Jordan 2 Retro,2795,18,None,2223,10.5,37,4999,2700,0.144752,9,44.445,3249,None,29244,46,17,40,"https://stockx.imgix.net/Air-Jordan-2-Retro-Eminem-The-Way-I-Am.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
b6eba1ac-d320-4be3-8b3c-352478f2fbac,Jordan,Air Jordan Two,sneakers,White/Black-Varsity Red,New,25,men,Chicago (2016),2016-05-21 23:59:59,160,Jordan 2 Retro Low,104,9.5,6,200,17,61,204,50,0.17283,222,-0.063,92,6,20491,97,36,49,"https://stockx.imgix.net/Air-Jordan-2-Retro-Low-Chicago-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1559154698"
1c9d2eac-5dd7-41a6-8462-df8285fcc401,Jordan,Air Jordan Two,sneakers,Black/Metallic Gold,New,25,men,Black History Month (2019),2019-02-02 23:59:59,190,Jordan 2 Retro,105,9.5,4,120,13.5,52,295,64,0.157175,549,-0.364,131,4,71846,37,84,10,"https://stockx.imgix.net/Air-Jordan-2-Retro-Black-History-Month-2019-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1549124417"
7a6eabb8-5d60-4c11-8783-ce3b6912fe8e,Jordan,Air Jordan Two,sneakers,White/Black-Cool Grey,New,25,men,Wing It,2016-03-05 23:59:59,190,Jordan 2 Retro,150,8,3,146,13,43,250,45,0.221081,181,-0.237,135,3,24396,68,63,23,"https://stockx.imgix.net/Air-Jordan-2-Retro-Wing-It-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551742905"
622baf74-f8f2-4457-8ead-43197e104cc5,Jordan,Air Jordan Two,sneakers,White/Concord-Black,New,25,men,Dark Concord,2014-05-10 23:59:59,150,Jordan 2 Retro,119,8.5,3,111,12,34,200,55,0.136583,159,0.033,125,3,19863,68,79,77,"https://stockx.imgix.net/Air-Jordan-2-Retro-Dark-Concord.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
b12d9e77-d7ea-4c15-ae6c-ab9da37a597b,Jordan,Air Jordan Two,sneakers,White/University Blue-Varsity Maize,New,25,men,Melo (2018),2018-06-09 23:59:59,190,Jordan 2 Retro,140,9.5,2,170,13,55,300,90,0.14871,530,0.311,155,2,81983,20,33,4,"https://stockx.imgix.net/Air-Jordan-2-Retro-Melo-2018-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
9e95371b-d2b4-4a84-b125-bd3eb962fc35,Jordan,Air Jordan Two,sneakers,Thunder Blue/Thunder Blue-White,New,25,men,Thunder Blue,2017-07-15 23:59:59,160,Jordan 2 Retro Decon,74,10.5,2,65,8.5,19,100,39,0.143289,173,-0.556,60,2,10313,69,97,11,"https://stockx.imgix.net/Air-Jordan-2-Retro-Decon-Thunder-Blue.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
36b6c344-a06a-4399-a7d5-452987276a13,Jordan,Air Jordan Two,sneakers,White/Varsity Red-Black,New,25,men,White Varsity Red (2004),None,None,Jordan 2 Retro,225,9,2,230,11,20,325,100,0.166087,96,0,202,2,19371,59,43,10,"https://stockx.imgix.net/Air-Jordan-2-Retro-White-Varsity-Red-2004-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1546584041"
9dce9358-e730-4d0c-8e03-fc6908fcd3ee,Jordan,Air Jordan Two,sneakers,White/Columbia Blue-Varisty Maize,New,25,men,Melo,2004-04-24 23:59:59,110,Jordan 2 Retro,175,14,2,160,12,9,300,100,0.277909,13,-0.091,150,2,1944,47,33,44,"https://stockx.imgix.net/Air-Jordan-2-Retro-Melo.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
7d3f6244-a951-4cb0-be71-60cb11014bdc,Jordan,Air Jordan Two,sneakers,White/Black-Varsity Red-Cement Grey,New,25,men,White Red (2014),2014-06-07 23:59:59,150,Jordan 2 Retro,188,9.5,1,200,15,47,255,100,0.178683,296,0.1,172,1,51021,90,0,71,"https://stockx.imgix.net/Air-Jordan-2-Retro-Red-White-2014-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551742891"
2b0aa01b-2409-4761-9dd8-5c7f0197255b,Jordan,Air Jordan Two,sneakers,Black/Gym Red-Black,New,25,men,Alternate 87,2016-02-06 23:59:59,190,Jordan 2 Retro,100,8.5,1,145,12,50,250,55,0.306769,186,-0.316,119,1,22119,55,7,26,"https://stockx.imgix.net/Air-Jordan-2-Retro-Alternate-87-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1554086279"
90bf6231-d7d8-45d3-9d2d-27f49e042751,Jordan,Air Jordan Two,sneakers,Light Bone/White-Metallic Gold,New,25,men,Quai 54,2016-07-23 23:59:59,180,Jordan 2 Retro,176,7.5,1,180,15,65,315,100,0.152169,129,0.406,200,1,25761,65,59,19,"https://stockx.imgix.net/Air-Jordan-2-Retro-Quai-54.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
3585aafd-b9fc-49bc-869c-eebe01355afd,Jordan,Air Jordan Two,sneakers,Arctic Orange/Arctic Orange-University Red,New,25,child,Just Don Arctic Orange (GS),2017-05-13 23:59:59,350,Jordan 2 Retro,195,4Y,1,350,9.5Y,35,480,140,0.202757,73,-0.431,226,1,16476,51,41,77,"https://stockx.imgix.net/Air-Jordan-2-Retro-Just-Don-Arctic-Orange-GS-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
f0ea8e02-17c0-4b14-a5b1-11d60c9bd447,Jordan,Air Jordan Two,sneakers,Light Bone/White-Metallic Gold,New,25,child,Quai 54 (GS),2016-07-23 23:59:59,150,Jordan 2 Retro,60,5.5Y,1,62,6.5Y,26,140,45,0.100423,53,-0.6,69,1,3648,8,71,62,"https://stockx.imgix.net/Air-Jordan-2-Retro-Quai-54-GS.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
b807b73b-5370-4874-8ae6-67432200a3f7,Jordan,Air Jordan Two,sneakers,Black/Varsity Red,New,25,child,Alternate 87 (GS),None,None,Jordan 2 Retro,69,6Y,1,40,7Y,9,70,35,0.271274,38,0,46,1,1754,88,35,55,"https://stockx.imgix.net/Air-Jordan-2-Retro-Alternate-87-GS.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
fda3b9c3-5558-4b73-9e7c-0e3bd18ea23b,Jordan,Air Jordan Two,sneakers,White/Varsity Red,New,25,men,White Red CDP (2008),2008-04-26 23:59:59,155,Jordan 2 Retro,180,10,1,160,10.5,26,215,100,0.186073,28,0.194,154,1,4315,75,6,45,"https://stockx.imgix.net/Air-Jordan-2-Retro-CDP-2008.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
d4bc905a-609a-41cc-9333-9b489fbd05ba,Jordan,Air Jordan Two,sneakers,University Blue/Black-White,New,25,men,Univ. Blue Black (2010),2010-07-31 23:59:59,135,Jordan 2 Retro QF,188,11,1,181,9.5,27,310,132,0.252365,26,0.185,189,1,4901,44,49,11,"https://stockx.imgix.net/Air-Jordan-2-Retro-Univ-Blue-Black-2010.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
a7038e52-7973-4004-b3dc-2cc96ae301f7,Jordan,Air Jordan Two,sneakers,White/Metallic Silver-Natural Grey,New,25,men,Silver Anniversary,2010-02-27 23:59:59,135,Jordan 2 Retro,165,10.5,1,125,10,23,210,100,0.319465,17,-0.259,153,1,2608,66,87,15,"https://stockx.imgix.net/Air-Jordan-2-Retro-Silver-Anniversary.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
3ea9b07d-6a23-4595-8890-266a4d201269,Jordan,Air Jordan Two,sneakers,Bordeaux/Bordeaux,New,25,men,Bordeaux,2017-05-24 23:59:59,160,Jordan 2 Retro Decon,100,9,1,100,11.5,26,142,50,0.311996,16,-0.525,105,1,1674,75,15,47,"https://stockx.imgix.net/Air-Jordan-2-Retro-Decon-Bordeaux.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
24e3319d-cb70-45e8-aeb9-1c8c1a405ce8,Jordan,Air Jordan Two,sneakers,White/Black-Varsity Red,New,25,men,White Varsity Red,None,None,Jordan 2 Retro Low,199,8,1,220,11,14,250,76,0.459392,14,0,143,1,2004,1,49,22,"https://stockx.imgix.net/Air-Jordan-2-Retro-Low-White-Varsity-Red.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
69d54240-3b95-476d-871b-842dba6fe59d,Jordan,Air Jordan Two,sneakers,Cinder/Black,New,25,men,Premio Bin 23,2010-04-10 23:59:59,175,Jordan 2 Retro,880,10.5,1,800,12,36,1000,440,0.25657,10,2.714,723,1,7231,9,25,15,"https://stockx.imgix.net/Air-Jordan-2-Retro-Premio-Bin-23.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
655b1578-20c3-4949-8c7f-195e451cf86d,Jordan,Air Jordan Two,sneakers,Classic Green/White-Black,New,25,men,Candy Pack Green,2010-11-06 23:59:59,135,Jordan 2 Retro QF,299,10.5,1,179,15,28,390,155,0.267512,5,1.207,273,1,1363,52,99,0,"https://stockx.imgix.net/Air-Jordan-2-Retro-Candy-Pack-Green.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
bd41a655-7506-4520-b9fc-6707197fe852,Jordan,Air Jordan Two,sneakers,Sail/Sail-Bio Beige,New,25,men,Sail,2017-07-15 23:59:59,160,Jordan 2 Retro Decon,90,10.5,None,100,13,30,169,40,0.376127,233,-0.525,71,None,16443,45,40,54,"https://stockx.imgix.net/Air-Jordan-2-Retro-Decon-Sail.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
bccdd405-beee-48b2-8b4f-61c1ffc57d62,Jordan,Air Jordan Two,sneakers,Black/Black,New,25,men,Black,2017-07-15 23:59:59,160,Jordan 2 Retro Decon,80,10.5,None,80,11.5,32,200,39,0.155984,182,-0.375,68,None,12415,6,33,97,"https://stockx.imgix.net/Air-Jordan-2-Retro-Decon-Black.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
5d3e7f28-ddaf-4b15-ac0d-8e0bfeb1376e,Jordan,Air Jordan Two,sneakers,Black/Infrared 23-Pure Platinum-White,New,25,men,Infrared Cement,2014-04-12 23:59:59,160,Jordan 2 Retro,141,8.5,None,151,12,53,300,100,0.389372,174,-0.238,159,None,27651,9,4,74,"https://stockx.imgix.net/Air-Jordan-2-Retro-Cement-Infrared-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
009b32a6-4aad-4ae6-bcb6-cbb908a18cdc,Jordan,Air Jordan Two,sneakers,White/University Blue-Midnight Navy,New,25,men,University Blue (2016),2016-06-11 23:59:59,160,Jordan 2 Retro Low,113,7,None,170,15,46,189,45,0.269738,159,-0.3,92,None,14633,61,28,86,"https://stockx.imgix.net/Air-Jordan-2-Retro-Low-University-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1552671203"
18dfd657-9515-4aa6-a213-73628f8db4da,Jordan,Air Jordan Two,sneakers,Black/Fire Pink-Photo Blue-Atomic Orange,New,25,men,Radio Raheem,2016-01-09 23:59:59,190,Jordan 2 Retro,120,10.5,None,121,13,48,190,60,0.256521,109,-0.579,107,None,11648,9,39,19,"https://stockx.imgix.net/Air-Jordan-2-Retro-Radio-Raheem.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
765f4eb2-4c29-4aec-9a10-563e82092484,Jordan,Air Jordan Two,sneakers,White/Black-Varsity Red,New,25,men,QF White Varsity Red (2010),None,None,Jordan 2 Retro,255,11.5,None,290,7,42,420,165,0.147996,84,0,242,None,20357,0,14,94,"https://stockx.imgix.net/Air-Jordan-2-Retro-QF-White-Varsity-Red-2010-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1559769586"
fd3082d2-4cf8-4595-a437-b8d46f0dd5b4,Jordan,Air Jordan Two,sneakers,Gym Red/University Red/Hyper Turquoise,New,25,men,Gym Red,2016-04-02 23:59:59,160,Jordan 2 Retro Low,108,10.5,None,122,16,48,300,40,0.233059,77,0.219,101,None,7777,94,44,71,"https://stockx.imgix.net/Air-Jordan-2-Retro-Low-Gym-Red.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
5e1d3bb4-cf6e-4b13-a861-97244eded41f,Jordan,Air Jordan Two,sneakers,Iron Purple/Infrared 23-Dark Concord,New,25,men,Iron Purple,2014-05-24 23:59:59,150,Jordan 2 Retro,180,8,None,165,10,35,264,86,0.418084,65,-0.267,159,None,10336,10,93,92,"https://stockx.imgix.net/Air-Jordan-2-Retro-Iron-Purple.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
d01f5d64-7d4f-40e1-9bd0-39d1609e2fdb,Jordan,Air Jordan Two,sneakers,White/Black-Cool Grey,New,25,child,Wing It (GS),2016-03-05 23:59:59,140,Jordan 2 Retro,71,7Y,None,41,5.5Y,22,100,30,0.237278,43,-0.643,52,None,2251,68,21,52,"https://stockx.imgix.net/Air-Jordan-2-Retro-Wing-It-GS-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1544832362"
0c63949e-25fd-4bed-a8e8-9d43b012384a,Jordan,Air Jordan Two,sneakers,Nightshade/Volt Ice-Black-Pure Platinum,New,25,men,Nightshade,2014-05-17 23:59:59,150,Jordan 2 Retro,150,9,None,145,12,40,195,60,0.228375,39,-0.267,136,None,5321,20,66,6,"https://stockx.imgix.net/Air-Jordan-2-Retro-Nightshade.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
cae0768a-cf6c-4047-bbf1-d0cc25cdd921,Jordan,Air Jordan Two,sneakers,Black/Infrared 23-Pure Platinum-White,New,25,child,Infrared 23 (GS),None,None,Jordan 2 Retro,80,4Y,None,40,4.5Y,14,120,41,0.442111,32,0,69,None,2211,85,26,85,"https://stockx.imgix.net/Air-Jordan-2-Retro-Infrared-23-GS-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1561404205"
79cde40a-73da-4763-b122-95a74358792d,Jordan,Air Jordan Two,sneakers,White/Black-Varsity Red-Cement Grey,New,25,child,White Red 2014 (GS),2014-06-07 23:59:59,115,Jordan 2 Retro,110,4.5Y,None,82,6.5Y,21,120,40,0.175106,16,0.043,73,None,1170,91,95,17,"https://stockx.imgix.net/Air-Jordan-2-Retro-White-Red-2014-GS.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1556649181"
c969a04a-4e14-4c18-85bf-78d94dd4dbaa,Jordan,Air Jordan Two,sneakers,Black/Fire Pink-Photo Blue-Atomic Orange,New,25,child,Radio Raheem (GS),2016-01-09 23:59:59,140,Jordan 2 Retro,60,6.5Y,None,25,6Y,1,70,30,0.227979,15,-0.543,51,None,764,30,4,31,"https://stockx.imgix.net/Air-Jordan-2-Retro-Radio-Raheem-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551327782"
97038b99-5a5d-41e6-8810-05f7702a379c,Jordan,Air Jordan Two,sneakers,Black/Chrome,New,25,men,Black Chrome (2004),None,None,Jordan 2 Retro,191,12,None,210,11,14,280,106,0.182536,14,0,204,None,2857,70,96,56,"https://stockx.imgix.net/Air-Jordan-2-Retro-Black-Chrome-2004-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
a7e5ea87-598a-4bb8-896e-0565f49be316,Jordan,Air Jordan Two,sneakers,Black/White,New,25,men,QF Black White,2010-10-23 23:59:59,120,Air Jordan 2 Retro,170,8,None,120,10,25,300,137,0.201623,13,0.792,184,None,2398,1,16,74,"https://stockx.imgix.net/Air-Jordan-2-Retro-QF-Black-White.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
76e77e07-3319-47e5-ae78-f9d4cbd2a19e,Jordan,Air Jordan Two,sneakers,White/Midnight Navy-Columbia Blue,New,25,men,University Blue (2004),2016-05-21 23:59:59,100,Jordan 2 Retro Low,110,14,None,150,10,8,200,100,0.294377,12,0,157,None,1885,62,2,21,"https://stockx.imgix.net/Air-Jordan-2-Retro-Low-University-Blue-2004.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
ea7a8db8-803a-46a5-a1de-86d237c40bb2,Jordan,Air Jordan Two,sneakers,White/Dark Concord-Black Wolf Grey,New,25,child,Dark Concord (GS),None,None,Jordan 2 Retro,55,4Y,None,50,6.5Y,9,91,30,0.319756,12,0,59,None,712,93,55,66,"https://stockx.imgix.net/Air-Jordan-2-Retro-Dark-Concord-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
dc1568e7-3f4c-4172-b237-bc7f0679202c,Jordan,Air Jordan Two,sneakers,Mineral Gold/Mineral Gold,New,25,men,Mineral Gold,2017-05-24 23:59:59,160,Jordan 2 Retro Decon,199,10.5,None,150,7.5,17,240,80,0.229531,11,0.5,165,None,1816,41,7,22,"https://stockx.imgix.net/Air-Jordan-2-Retro-Decon-Mineral-Gold.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
24547f58-9245-4b8a-8836-20df49487abc,Jordan,Air Jordan Two,sneakers,Mint Foam/Mint Foam,New,25,men,Mint Foam,2017-05-24 23:59:59,160,Jordan 2 Retro Decon,149,9.5,None,150,8,23,160,116,0.117497,10,-0.25,136,None,1360,8,55,15,"https://stockx.imgix.net/Air-Jordan-2-Retro-Decon-Mint-Foam.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
50d86d51-ec14-42ab-b4f7-385e8fb6b732,Jordan,Air Jordan Two,sneakers,Beach/Metallic Gold-University Red,New,25,child,Just Don Beach (GS),2016-01-30 23:59:59,350,Jordan 2 Retro,265,7Y,None,225,6Y,27,414,186,0.319484,9,-0.429,244,None,2193,33,56,70,"https://stockx.imgix.net/Air-Jordan-2-Retro-Just-Don-Beach-GS.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
602a59a3-b768-41e9-8988-55387fb9810b,Jordan,Air Jordan Two,sneakers,Arctic Orange/Arctic Orange-University Red,New,25,men,Just Don Arctic Orange (Mens Sizes),2017-06-16 23:59:59,500,Jordan 2 Retro,1300,9,None,943,9,32,2075,910,0.323439,9,1.2,1372,None,12351,8,8,85,"https://stockx.imgix.net/Air-Jordan-2-Retro-Don-C-Arctic-Orange.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
7693fb67-351f-4e33-976b-724bc851ec22,Jordan,Air Jordan Two,sneakers,Black/Metallic Gold-Black-Hyper Cobalt,New,25,child,Black History Month 2019 (GS),2019-02-02 23:59:59,150,Jordan 2 Retro,114,7Y,None,34,7Y,17,150,68,0.428753,9,-0.547,114,None,1030,37,16,60,"https://stockx.imgix.net/Air-Jordan-2-Retro-Black-History-Month-2019-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1548989427"
025487b6-78a0-4ff7-94e5-61d2d439fbea,Jordan,Air Jordan Two,sneakers,Del Sol/White-Black,New,25,men,Candy Pack Yellow,2010-11-06 23:59:59,135,Jordan 2 Retro QF,700,11,None,280,11,30,455,232,0.165818,8,1.968,328,None,2623,74,93,48,"https://stockx.imgix.net/Air-Jordan-2-Retro-Candy-Pack-Yellow.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
9d5832a0-fb55-43cc-871d-7eb1c3d16165,Jordan,Air Jordan Two,sneakers,Varsity Red/White-Black,New,25,men,Candy Pack Red,2010-11-06 23:59:59,135,Jordan 2 Retro QF,300,11.5,None,205,11,32,401,205,0.281095,8,0.704,251,None,2009,36,81,74,"https://stockx.imgix.net/Air-Jordan-2-Retro-Candy-Pack-Red.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
acec7426-1d16-4bf9-b891-388fcc0b1905,Jordan,Air Jordan Two,sneakers,Arctic Orange/Arctic Orange-University Red,New,25,preschool,Just Don Arctic Orange (PS),2017-05-13 23:59:59,200,Jordan 2 Retro,175,1.5Y,None,150,3Y,2,245,100,0.535476,7,-0.5,174,None,1220,50,91,97,"https://stockx.imgix.net/Air-Jordan-2-Retro-Just-Don-Arctic-Orange-PS-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1555965210"
6430942c-7d45-4464-89d9-0ee8475a60b0,Jordan,Air Jordan Two,sneakers,Arctic Orange/Arctic Orange-University Red,New,25,toddler,Just Don Arctic Orange (TD),2017-05-13 23:59:59,150,Jordan 2 Retro,300,5,None,170,8,4,212,185,0.050998,6,0.267,195,None,1172,2,18,66,"https://stockx.imgix.net/Air-Jordan-2-Retro-Don-C-Arctic-Orange-TD.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
52af822f-880e-4bdf-bdbd-bb1285d6c428,Jordan,Air Jordan Two,sneakers,White/Metallic Silver-Varsity Maize,New,25,men,White Varsity Maize,2005-05-21 23:59:59,90,Jordan 2 Retro Low,174,8.5,None,170,10.5,3,175,95,0.18432,5,0.678,147,None,737,95,3,80,"https://stockx.imgix.net/Air-Jordan-2-Retro-Low-White-Varsity-Maize.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
3816a13c-f495-4b73-b29d-ba8766574f75,Jordan,Air Jordan Two,sneakers,White/Varsity Red-Neutral Grey,New,25,child,White Red CDP 2008 (GS),2008-04-26 23:59:59,200,Jordan 2 Retro,None,None,None,81,7Y,None,100,85,0.075,2,-0.5,93,None,185,94,86,54,"https://stockx.imgix.net/Air-Jordan-2-Retro-White-Red-CDP-2008-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
6ee9b29f-9ae3-4b09-a3c4-d659da937ea1,Jordan,Air Jordan Two,sneakers,White/Varsity Red-Metallic Silver,New,25,men,White Varsity Red,2003-07-12 23:59:59,115,Jordan Nu Retro Air Jordan 2,140,10.5,None,46,10.5,2,46,46,0,1,-0.6,46,None,46,66,42,33,
295fef2c-4b54-402e-9ed8-f64ac93ad47b,Jordan,Air Jordan Two,sneakers,Varsity Red/Varsity Red-White,New,25,men,Legends Of Summer,2014-06-01 23:59:59,None,Jordan 2 Retro,11995,10,None,2250,10,19,None,None,None,None,None,None,None,None,67,15,37,"https://stockx.imgix.net/Air-Jordan-2-Retro-Legends-Of-Summer.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1539138437"
2d6aa89f-ce38-4a39-b5ff-6a6ee82d50a5,Jordan,Air Jordan Two,sneakers,Lavender/Deep Purple-Del Sol,New,25,child,Vashtie Kola Lavender (GS),2010-10-02 23:59:59,None,Jordan 2 Retro,300,6Y,None,250,8Y,11,None,None,None,None,None,None,None,None,20,86,72,"https://stockx.imgix.net/Air-Jordan-2-Retro-Vashtie.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
